id,filename,title,artist,year,museum,tier,portrait_flag,masterpiece_flag,value_score,image_url,source_url,credit_line,department,classification,style,terms,categories,license,price_text
401,aic_401.jpg,Head of a Child,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/d9f24d69-6d9d-bfe8-2622-8108643c5cfe/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/401,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
402,aic_402.jpg,Head of a Woman,Ancient Greek,3rd-2nd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/4cdf6efc-1a7d-8b95-b958-a841994f8390/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/402,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
403,aic_403.jpg,Head of a Woman (?),Ancient Greek,3rd-2nd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/8ccf04a8-a2a3-ff53-1c1c-92632e70e839/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/403,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
404,aic_404.jpg,Head of a Child,Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/d6b06f52-fcd6-379e-ec8b-82cdd069b90b/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/404,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
405,aic_405.jpg,Head of a Young Man,Ancient Greek,3rd-2nd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/0a4b6937-68a6-1848-07c2-d4f35dd010e1/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/405,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
406,aic_406.jpg,Head of a Woman,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/d07d4437-aff0-a2ce-2084-4e67b1bdac24/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/406,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
407,aic_407.jpg,Head of a Youth,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/eb3a2344-7c54-940f-6a2b-c07e09307e7b/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/407,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
408,aic_408.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/426ea915-65e0-e9ef-1de8-84b0c495375d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/408,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
409,aic_409.jpg,Head of a Woman (?),Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/8d5b1da2-5eb2-5ce1-c3fd-c89c329e6d66/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/409,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
410,aic_410.jpg,Head of a Child (?),Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/78475e5c-5216-e691-f200-df2da394efd5/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/410,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
411,aic_411.jpg,Head of a Man,Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/30bd7fbb-dfc3-e627-4da3-84d6522d184b/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/411,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
412,aic_412.jpg,Head of a Man,Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/32370c30-d27a-d5f9-2ebf-8cd046492442/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/412,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
413,aic_413.jpg,Head of a Woman,Ancient Greek,3rd-2nd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/d1a44604-307d-4cfe-5ae8-34123bd40bff/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/413,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
414,aic_414.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/c509a553-2074-ea23-8d1e-5f38e5e073bf/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/414,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
415,aic_415.jpg,Head of a Woman,Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/02cab1ee-a84b-f027-e587-d2ab7e033566/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/415,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
416,aic_416.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/f4618e60-cbda-c8da-1544-5808cb0d3c87/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/416,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
417,aic_417.jpg,Head of a Woman,Ancient Greek,3rd-2nd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/98adbab8-0ecd-89c3-caea-1f8911c92bf8/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/417,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
418,aic_418.jpg,Head of a Child,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/f8b081e8-97e6-2089-b0cd-a2fe09150e17/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/418,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
419,aic_419.jpg,Head of a Young Man,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/2ab4abcd-3349-65ec-efdc-8ba7016db670/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/419,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
420,aic_420.jpg,Head of a Man,Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/e14df70a-a742-e984-9082-3297118f4bde/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/420,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
421,aic_421.jpg,Head of a Child (?),Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/afd60dbb-5a47-b8c9-2b31-059157c3d83d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/421,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
422,aic_422.jpg,Head of a Woman,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/e6439d51-ddc5-4498-a657-cc295a434a2c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/422,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
423,aic_423.jpg,Head of a Woman,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/38cdd872-8ef6-3b89-2885-4a0d6b57ca89/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/423,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
424,aic_424.jpg,Head of a Woman,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/8445144a-5310-bf76-5bc1-f08e85b1d0e7/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/424,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
425,aic_425.jpg,Head of a Child,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/6bc00365-c82d-3e93-4aa2-90ef7c72e496/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/425,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
427,aic_427.jpg,Head of a Woman,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/17a63241-a66b-3fd2-02cf-d97557ef8b28/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/427,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
428,aic_428.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/b875ad1f-e4ea-3e31-4d83-f18ab6abba66/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/428,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
429,aic_429.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/32a81d2c-ea98-46f5-347c-ea79ecd50225/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/429,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
430,aic_430.jpg,Head of a Child (?),Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/4e485fb4-0e39-57d1-2968-b4c57cdb6076/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/430,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
431,aic_431.jpg,Head of a Man,Ancient Greek,5th-4th century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/3530dade-488f-823d-8667-4afae0c85673/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/431,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
432,aic_432.jpg,Head of a Woman,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/12f68c88-b44e-27fb-06e1-49507c06a500/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/432,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
433,aic_433.jpg,Head of a Youth (?),Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/a78835f9-c9d1-45cf-a9df-840ea9be550c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/433,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
434,aic_434.jpg,Head of a Man,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/1519d693-da75-782d-9442-1ac2348e0022/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/434,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
435,aic_435.jpg,Head of a Child (?),Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/82309231-1e8a-42ea-5adb-ff2cdc560c45/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/435,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
436,aic_436.jpg,"Statuette of a Man, possibly Herakles",Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/31f509aa-21d9-857c-f86f-89a3d6a741a4/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/436,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art', 'decorative arts']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art', 'decorative arts']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
437,aic_437.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/7a7f6faf-8aad-0fb3-3681-078120297c2c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/437,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
438,aic_438.jpg,Head of a Woman,Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/0fc30702-be3f-795e-4ea3-dad4fb1d686a/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/438,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
439,aic_439.jpg,Head of a Woman,Ancient Greek,3rd-2nd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/f61d4680-0cbe-76d3-5067-3b8493c0e5e7/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/439,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
440,aic_440.jpg,Head of a Woman,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/f52155df-53f9-0a4a-d743-f5e25a58c06e/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/440,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
441,aic_441.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/7827bb76-34e2-251d-073e-f8e10dcbc4f6/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/441,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
442,aic_442.jpg,Head of a Woman Wearing a Wreath,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/e17ecd89-c135-ba59-251e-20e9bcc2d6c2/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/442,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
443,aic_443.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/7409f617-e542-ae48-fe69-9716fb434232/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/443,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
444,aic_444.jpg,Head of a Woman Wearing a Pointed Diadem,Ancient Greek,4th-3rd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/caa0838c-596a-c90f-c5cc-96f8417e1877/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/444,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
445,aic_445.jpg,Head of a Satyr,Ancient Greek,3rd-2nd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/e5344e5e-5a42-6d7b-9b28-6059fa535806/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/445,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
446,aic_446.jpg,Head of a Man (?),Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/4f39f13c-270b-d1d3-d889-038580b98ded/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/446,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
447,aic_447.jpg,Head of a Woman Wearing a Diadem,Ancient Greek,3rd-2nd century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/86a288b7-cf3f-7cf9-74ac-3213da1847d1/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/447,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
448,aic_448.jpg,Statuette of a Man,Ancient Greek,2nd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/ba9ae29d-21e9-5686-8de8-60151118bf04/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/448,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
449,aic_449.jpg,Head of a Man (?),Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/a7e27981-7bc1-35b3-49e9-2d1657a48b00/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/449,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
450,aic_450.jpg,Head of a Man (?),Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/68bee207-2dd6-f803-f2c8-5401bba6fe09/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/450,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
451,aic_451.jpg,Head of a Woman,Ancient Greek,3rd-1st century BCE,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/624813e3-a74a-242c-41cf-b6f9fdcbdc69/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/451,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.2M
